Type,File,Line,CLJ,CQL,CLJ_Code,CQL_Column,CQL_Code
repurposed_variable,split-index.c,34,+,+,sz -= the_hash_algo->rawsz,2,	sz -= the_hash_algo->rawsz;
repurposed_variable,split-index.c,42,+,+,sz -= ret,2,	sz -= ret;
repurposed_variable,stack.c,144,-,+,,3,		names++;
repurposed_variable,stack.c,225,-,+,,17,		char *name = *names++;
repurposed_variable,stack.c,1240,+,-,factor = DEFAULT_GEOMETRIC_FACTOR,,
repurposed_variable,stack_test.c,857,+,+,sz /= 2,13,	for (; sz; sz /= 2)
repurposed_variable,stash.c,256,+,+,"argc = parse_options(argc, argv, prefix, options, git_stash_clear_usage, PARSE_OPT_STOP_AT_NON_OPTION)",2,"	argc = parse_options(argc, argv, prefix, options,
			     git_stash_clear_usage,
			     PARSE_OPT_STOP_AT_NON_OPTION);"
repurposed_variable,stash.c,666,+,+,"argc = parse_options(argc, argv, prefix, options, git_stash_apply_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     git_stash_apply_usage, 0);"
repurposed_variable,stash.c,737,+,+,"argc = parse_options(argc, argv, prefix, options, git_stash_drop_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     git_stash_drop_usage, 0);"
repurposed_variable,stash.c,762,+,+,"argc = parse_options(argc, argv, prefix, options, git_stash_pop_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     git_stash_pop_usage, 0);"
repurposed_variable,stash.c,789,+,+,"argc = parse_options(argc, argv, prefix, options, git_stash_branch_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     git_stash_branch_usage, 0);"
repurposed_variable,stash.c,824,+,+,"argc = parse_options(argc, argv, prefix, options, git_stash_list_usage, PARSE_OPT_KEEP_UNKNOWN_OPT)",2,"	argc = parse_options(argc, argv, prefix, options,
			     git_stash_list_usage,
			     PARSE_OPT_KEEP_UNKNOWN_OPT);"
repurposed_variable,stash.c,918,+,+,"argc = parse_options(argc, argv, prefix, options, git_stash_show_usage, PARSE_OPT_KEEP_ARGV0 | PARSE_OPT_KEEP_UNKNOWN_OPT | PARSE_OPT_KEEP_DASHDASH)",2,"	argc = parse_options(argc, argv, prefix, options, git_stash_show_usage,
			     PARSE_OPT_KEEP_ARGV0 | PARSE_OPT_KEEP_UNKNOWN_OPT |
			     PARSE_OPT_KEEP_DASHDASH);"
repurposed_variable,stash.c,950,+,-,"argc = setup_revisions(revision_args.nr, revision_args.v, &rev, NULL)",,
repurposed_variable,stash.c,1000,-,+,,3,"		stash_msg = ""Created via \""git stash store\""."";"
repurposed_variable,stash.c,1029,+,+,"argc = parse_options(argc, argv, prefix, options, git_stash_store_usage, PARSE_OPT_KEEP_UNKNOWN_OPT)",2,"	argc = parse_options(argc, argv, prefix, options,
			     git_stash_store_usage,
			     PARSE_OPT_KEEP_UNKNOWN_OPT);"
repurposed_variable,stash.c,1493,-,+,,45,"	strbuf_join_argv(&stash_msg_buf, argc - 1, ++argv, ' ');"
repurposed_variable,stash.c,1519,+,+,keep_index = 1,3,		keep_index = 1;
repurposed_variable,stash.c,1530,+,+,only_staged = 0,3,		only_staged = 0;
repurposed_variable,stash.c,1755,+,+,"argc = parse_options(argc, argv, prefix, options, push_assumed ? git_stash_usage : git_stash_push_usage, PARSE_OPT_KEEP_DASHDASH)",3,"		argc = parse_options(argc, argv, prefix, options,
				     push_assumed ? git_stash_usage :
				     git_stash_push_usage,
				     PARSE_OPT_KEEP_DASHDASH);"
repurposed_variable,stash.c,1763,+,+,argc--,4,			argc--;
repurposed_variable,stash.c,1764,-,+,,4,			argv++;
repurposed_variable,stash.c,1830,+,+,"argc = parse_options(argc, argv, prefix, options, git_stash_save_usage, PARSE_OPT_KEEP_DASHDASH)",2,"	argc = parse_options(argc, argv, prefix, options,
			     git_stash_save_usage,
			     PARSE_OPT_KEEP_DASHDASH);"
repurposed_variable,stash.c,1868,+,+,"argc = parse_options(argc, argv, prefix, options, git_stash_usage, PARSE_OPT_SUBCOMMAND_OPTIONAL | PARSE_OPT_KEEP_UNKNOWN_OPT | PARSE_OPT_KEEP_DASHDASH)",2,"	argc = parse_options(argc, argv, prefix, options, git_stash_usage,
			     PARSE_OPT_SUBCOMMAND_OPTIONAL |
			     PARSE_OPT_KEEP_UNKNOWN_OPT |
			     PARSE_OPT_KEEP_DASHDASH);"
repurposed_variable,strbuf.c,11,-,+,,11,"	for (; ; str++, prefix++)"
repurposed_variable,strbuf.c,20,-,+,,11,"	for (; ; str++, prefix++)"
repurposed_variable,strbuf.c,30,-,+,,11,"	for (; ; str++, prefix++) {"
repurposed_variable,strbuf.c,199,-,+,,3,		str += len;
repurposed_variable,strbuf.c,200,+,+,slen -= len,3,		slen -= len;
repurposed_variable,strbuf.c,330,+,+,--argc,9,	while (--argc) {
repurposed_variable,strbuf.c,332,-,+,,24,"		strbuf_addstr(buf, *(++argv));"
repurposed_variable,strbuf.c,366,+,+,size -= next - buf,3,		size -= next - buf;
repurposed_variable,strbuf.c,367,-,+,,3,		buf = next;
repurposed_variable,strbuf.c,563,+,+,hint = 32,3,		hint = 32;
repurposed_variable,strbuf.c,579,+,+,hint *= 2,3,		hint *= 2;
repurposed_variable,strbuf.c,784,-,+,,3,		s += len;
repurposed_variable,strbuf.c,801,-,+,,3,		s++;
repurposed_variable,strbuf.c,809,+,+,len--,9,	while (len--) {
repurposed_variable,strbuf.c,810,-,+,,14,		char ch = *s++;
repurposed_variable,strbuf.c,976,-,+,,2,	fmt = munged_fmt.buf;
repurposed_variable,strbuf.c,1013,+,+,len--,3,		len--;
repurposed_variable,streaming.c,104,+,+,sz -= to_move,4,			sz -= to_move;
repurposed_variable,stripspace.c,48,+,+,"argc = parse_options(argc, argv, prefix, options, stripspace_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, stripspace_usage, 0);"
repurposed_variable,strvec.c,55,-,+,,17,	for (; *items; items++)
repurposed_variable,strvec.c,71,-,+,,3,		to_split++;
repurposed_variable,strvec.c,84,-,+,,3,		to_split = p;
repurposed_variable,sub-process.c,125,-,+,,3,		chosen_version = &version_scratch;
repurposed_variable,submodule--helper.c,418,+,+,"argc = parse_options(argc, argv, prefix, module_foreach_options, git_submodule_helper_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, module_foreach_options,
			     git_submodule_helper_usage, 0);"
repurposed_variable,submodule--helper.c,561,+,+,"argc = parse_options(argc, argv, prefix, module_init_options, git_submodule_helper_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, module_init_options,
			     git_submodule_helper_usage, 0);"
repurposed_variable,submodule--helper.c,753,+,+,"argc = parse_options(argc, argv, prefix, module_status_options, git_submodule_helper_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, module_status_options,
			     git_submodule_helper_usage, 0);"
repurposed_variable,submodule--helper.c,1184,+,+,"argc = parse_options(argc, argv, prefix, module_summary_options, git_submodule_helper_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, module_summary_options,
			     git_submodule_helper_usage, 0);"
repurposed_variable,submodule--helper.c,1192,-,+,,4,			argv++;
repurposed_variable,submodule--helper.c,1193,+,-,argc--,,
repurposed_variable,submodule--helper.c,1199,-,+,,4,			argv++;
repurposed_variable,submodule--helper.c,1200,+,-,argc--,,
repurposed_variable,submodule--helper.c,1356,+,+,"argc = parse_options(argc, argv, prefix, module_sync_options, git_submodule_helper_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, module_sync_options,
			     git_submodule_helper_usage, 0);"
repurposed_variable,submodule--helper.c,1502,+,+,"argc = parse_options(argc, argv, prefix, module_deinit_options, git_submodule_helper_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, module_deinit_options,
			     git_submodule_helper_usage, 0);"
repurposed_variable,submodule--helper.c,1879,+,+,"argc = parse_options(argc, argv, prefix, module_clone_options, git_submodule_helper_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, module_clone_options,
			     git_submodule_helper_usage, 0);"
repurposed_variable,submodule--helper.c,2798,+,+,"argc = parse_options(argc, argv, prefix, module_update_options, git_submodule_helper_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, module_update_options,
			     git_submodule_helper_usage, 0);"
repurposed_variable,submodule--helper.c,2876,-,+,,2,	argv++;
repurposed_variable,submodule--helper.c,2877,-,+,,2,	argc--;
repurposed_variable,submodule--helper.c,2953,+,+,"argc = parse_options(argc, argv, prefix, embed_gitdir_options, git_submodule_helper_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, embed_gitdir_options,
			     git_submodule_helper_usage, 0);"
repurposed_variable,submodule--helper.c,2986,+,+,"argc = parse_options(argc, argv, prefix, options, usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, usage, 0);"
repurposed_variable,submodule--helper.c,3035,+,+,"argc = parse_options(argc, argv, prefix, options, usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, usage, 0);"
repurposed_variable,submodule--helper.c,3083,+,+,"argc = parse_options(argc, argv, prefix, options, usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, usage, 0);"
repurposed_variable,submodule--helper.c,3392,+,+,"argc = parse_options(argc, argv, prefix, options, usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, usage, 0);"
repurposed_variable,submodule--helper.c,3509,+,+,"argc = parse_options(argc, argv, prefix, options, usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, usage, 0);"
repurposed_variable,submodule-config.c,221,-,+,,13,		char c = *name++;
repurposed_variable,submodule-config.c,267,-,+,,4,"			url += strlen(""../"");"
repurposed_variable,submodule-config.c,271,-,+,,4,"			url += strlen(""./"");"
repurposed_variable,symbolic-ref.c,59,-,+,,2,"	argc = parse_options(argc, argv, prefix, options,
			     git_symbolic_ref_usage, 0);"
repurposed_variable,tag.c,79,-,+,,4,"			o = parse_object(r, last_oid);"
repurposed_variable,tag.c,82,-,+,,4,			o = NULL;
repurposed_variable,tag.c,88,+,+,warnlen = strlen(warn),4,			warnlen = strlen(warn);
repurposed_variable,tag.c,97,-,+,,3,"		o = parse_object(the_repository, &o->oid);"
repurposed_variable,tag.c,99,-,+,,4,			o = ((struct tag *)o)->tagged;
repurposed_variable,tag.c,101,-,+,,4,			o = NULL;
repurposed_variable,tag.c,118,-,+,,24,	while (buf < tail && *buf++ != '>')
repurposed_variable,tag.c,123,-,+,,24,	while (buf < tail && *buf++ != '\n')
repurposed_variable,tag.c,548,+,+,"argc = parse_options(argc, argv, prefix, options, git_tag_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, git_tag_usage, 0);"
repurposed_variable,test-bundle-uri.c,37,+,+,"argc = parse_options(argc, argv, NULL, options, usage, PARSE_OPT_STOP_AT_NON_OPTION)",2,"	argc = parse_options(argc, argv, NULL, options, usage,
			     PARSE_OPT_STOP_AT_NON_OPTION);"
repurposed_variable,test-bundle-uri.c,119,+,+,"argc = parse_options(argc, argv, NULL, options, usage, PARSE_OPT_STOP_AT_NON_OPTION | PARSE_OPT_KEEP_ARGV0)",2,"	argc = parse_options(argc, argv, NULL, options, usage,
			     PARSE_OPT_STOP_AT_NON_OPTION |
			     PARSE_OPT_KEEP_ARGV0);"
repurposed_variable,test-cache-tree.c,35,+,+,"argc = parse_options(argc, argv, NULL, options, test_cache_tree_usage, 0)",2,"	argc = parse_options(argc, argv, NULL, options, test_cache_tree_usage, 0);"
repurposed_variable,test-date.c,20,-,+,,16,	for (; *argv; argv++) {
repurposed_variable,test-date.c,30,-,+,,16,	for (; *argv; argv++) {
repurposed_variable,test-date.c,41,-,+,,16,	for (; *argv; argv++) {
repurposed_variable,test-date.c,65,-,+,,16,	for (; *argv; argv++) {
repurposed_variable,test-date.c,82,-,+,,16,	for (; *argv; argv++) {
repurposed_variable,test-date.c,91,-,+,,16,	for (; *argv; argv++) {
repurposed_variable,test-date.c,111,-,+,,2,	argv++;
repurposed_variable,test-delete-gpgsig.c,16,-,+,,3,		argv++;
repurposed_variable,test-delete-gpgsig.c,17,+,+,argc--,3,		argc--;
repurposed_variable,test-dir-iterator.c,26,+,+,--argc,7,"	for (++argv, --argc; *argv && starts_with(*argv, ""--""); ++argv, --argc) {"
repurposed_variable,test-env-helper.c,52,+,+,"argc = parse_options(argc, argv, NULL, opts, env__helper_usage, PARSE_OPT_KEEP_UNKNOWN_OPT)",2,"	argc = parse_options(argc, argv, NULL, opts, env__helper_usage,
			     PARSE_OPT_KEEP_UNKNOWN_OPT);"
repurposed_variable,test-find-pack.c,33,+,+,"argc = parse_options(argc, argv, prefix, options, find_pack_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, find_pack_usage, 0);"
repurposed_variable,test-getcwd.c,17,+,+,"argc = parse_options(argc, argv, ""test-tools"", options, getcwd_usage, 0)",2,"	argc = parse_options(argc, argv, ""test-tools"", options, getcwd_usage, 0);"
repurposed_variable,test-json-writer.c,456,-,+,,3,		buf++;
repurposed_variable,test-json-writer.c,580,+,+,argc--,2,"	argc--; /* skip over ""json-writer"" arg */"
repurposed_variable,test-json-writer.c,581,-,+,,2,	argv++;
repurposed_variable,test-lazy-init-name-hash.c,214,+,+,"argc = parse_options(argc, argv, prefix, options, usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, usage, 0);"
repurposed_variable,test-lib.c,388,-,+,,20,"			print_one_char(*str++, '""');"
repurposed_variable,test-mergesort.c,17,-,+,,,"DEFINE_LIST_SORT(static, sort_lines, struct line, next);"
repurposed_variable,test-mergesort.c,282,-,+,,,"DEFINE_LIST_SORT_DEBUG(static, sort_numbers, struct number, next,
		       stats.get_next++, stats.set_next++);"
repurposed_variable,test-mergesort.c,297,-,+,,3,		list = next;
repurposed_variable,test-mergesort.c,370,+,+,argc--,9,	while (argc--) {
repurposed_variable,test-mergesort.c,371,-,+,,28,"		int i, j, m, n = strtol(*argv++, NULL, 10);"
repurposed_variable,test-parse-options.c,182,+,+,"argc = parse_options(argc, (const char**)argv, prefix, options, usage, 0)",2,"	argc = parse_options(argc, (const char **)argv, prefix, options, usage, 0);"
repurposed_variable,test-parse-options.c,234,+,+,"argc = parse_options(argc, argv, NULL, options, usage, test_flags)",2,"	argc = parse_options(argc, argv, NULL, options, usage, test_flags);"
repurposed_variable,test-parse-options.c,273,+,+,"argc = parse_options(argc, argv, NULL, test_flag_options, usage, PARSE_OPT_STOP_AT_NON_OPTION)",2,"	argc = parse_options(argc, argv, NULL, test_flag_options, usage,
			     PARSE_OPT_STOP_AT_NON_OPTION);"
repurposed_variable,test-parse-options.c,317,+,+,"argc = parse_options(argc, argv, NULL, options, usage, test_flags)",2,"	argc = parse_options(argc, argv, NULL, options, usage, test_flags);"
repurposed_variable,test-parse-options.c,331,+,+,"argc = parse_options(argc, argv, NULL, test_flag_options, usage, PARSE_OPT_STOP_AT_NON_OPTION)",2,"	argc = parse_options(argc, argv, NULL, test_flag_options, usage,
			     PARSE_OPT_STOP_AT_NON_OPTION);"
repurposed_variable,test-path-utils.c,187,-,+,,16,	for (; *argv; argv++) {
repurposed_variable,test-path-utils.c,253,+,+,argc--,3,		argc--;
repurposed_variable,test-path-utils.c,254,-,+,,3,		argv++;
repurposed_variable,test-path-utils.c,316,+,+,argc--,4,			argc--;
repurposed_variable,test-path-utils.c,317,-,+,,4,			argv++;
repurposed_variable,test-path-utils.c,326,+,+,argc--,4,			argc--;
repurposed_variable,test-path-utils.c,327,-,+,,4,			argv++;
repurposed_variable,test-path-utils.c,369,+,+,argc--,4,			argc--;
repurposed_variable,test-path-utils.c,370,-,+,,4,			argv++;
repurposed_variable,test-pkt-line.c,86,+,+,"argc = parse_options(argc, argv, """", cmd_options, unpack_sideband_usage, 0)",2,"	argc = parse_options(argc, argv, """", cmd_options, unpack_sideband_usage,
			     0);"
repurposed_variable,test-proc-receive.c,159,+,+,"argc = parse_options(argc, argv, ""test-tools"", options, proc_receive_usage, 0)",2,"	argc = parse_options(argc, argv, ""test-tools"", options, proc_receive_usage, 0);"
repurposed_variable,test-progress.c,42,+,+,"argc = parse_options(argc, argv, NULL, options, usage, 0)",2,"	argc = parse_options(argc, argv, NULL, options, usage, 0);"
repurposed_variable,test-reach.c,19,-,+,,3,		list = list->next;
repurposed_variable,test-read-cache.c,15,+,+,argc--,3,		argc--;
repurposed_variable,test-read-cache.c,16,-,+,,3,		argv++;
repurposed_variable,test-ref-store.c,117,-,+,,33,"	const char *refname = notnull(*argv++, ""refname"");"
repurposed_variable,test-ref-store.c,118,-,+,,32,"	const char *target = notnull(*argv++, ""target"");"
repurposed_variable,test-ref-store.c,119,-,+,,24,	const char *logmsg = *argv++;
repurposed_variable,test-ref-store.c,134,-,+,,34,"	unsigned int flags = arg_flags(*argv++, ""flags"", transaction_flags);"
repurposed_variable,test-ref-store.c,135,-,+,,21,	const char *msg = *argv++;
repurposed_variable,test-ref-store.c,140,-,+,,34,"		string_list_append(&refnames, *argv++);"
repurposed_variable,test-ref-store.c,149,-,+,,32,"	const char *oldref = notnull(*argv++, ""oldref"");"
repurposed_variable,test-ref-store.c,150,-,+,,32,"	const char *newref = notnull(*argv++, ""newref"");"
repurposed_variable,test-ref-store.c,151,-,+,,24,	const char *logmsg = *argv++;
repurposed_variable,test-ref-store.c,165,-,+,,32,"	const char *prefix = notnull(*argv++, ""prefix"");"
repurposed_variable,test-ref-store.c,172,-,+,,32,"	const char *prefix = notnull(*argv++, ""prefix"");"
repurposed_variable,test-ref-store.c,182,-,+,,33,"	const char *refname = notnull(*argv++, ""refname"");"
repurposed_variable,test-ref-store.c,183,-,+,,33,"	int resolve_flags = arg_flags(*argv++, ""resolve-flags"", empty_flags);"
repurposed_variable,test-ref-store.c,195,-,+,,33,"	const char *refname = notnull(*argv++, ""refname"");"
repurposed_variable,test-ref-store.c,229,-,+,,33,"	const char *refname = notnull(*argv++, ""refname"");"
repurposed_variable,test-ref-store.c,236,-,+,,33,"	const char *refname = notnull(*argv++, ""refname"");"
repurposed_variable,test-ref-store.c,243,-,+,,33,"	const char *refname = notnull(*argv++, ""refname"");"
repurposed_variable,test-ref-store.c,250,-,+,,33,"	const char *refname = notnull(*argv++, ""refname"");"
repurposed_variable,test-ref-store.c,262,-,+,,33,"	const char *refname = notnull(*argv++, ""refname"");"
repurposed_variable,test-ref-store.c,269,-,+,,29,"	const char *msg = notnull(*argv++, ""msg"");"
repurposed_variable,test-ref-store.c,270,-,+,,33,"	const char *refname = notnull(*argv++, ""refname"");"
repurposed_variable,test-ref-store.c,271,-,+,,34,"	const char *sha1_buf = notnull(*argv++, ""old-sha1"");"
repurposed_variable,test-ref-store.c,272,-,+,,34,"	unsigned int flags = arg_flags(*argv++, ""flags"", transaction_flags);"
repurposed_variable,test-ref-store.c,283,-,+,,29,"	const char *msg = notnull(*argv++, ""msg"");"
repurposed_variable,test-ref-store.c,284,-,+,,33,"	const char *refname = notnull(*argv++, ""refname"");"
repurposed_variable,test-ref-store.c,285,-,+,,38,"	const char *new_sha1_buf = notnull(*argv++, ""new-sha1"");"
repurposed_variable,test-ref-store.c,286,-,+,,38,"	const char *old_sha1_buf = notnull(*argv++, ""old-sha1"");"
repurposed_variable,test-ref-store.c,287,-,+,,34,"	unsigned int flags = arg_flags(*argv++, ""flags"", transaction_flags);"
repurposed_variable,test-ref-store.c,339,-,+,,2,"	argv = get_store(argv + 1, &refs);"
repurposed_variable,test-regex.c,50,-,+,,2,	argv++;
repurposed_variable,test-regex.c,51,+,+,argc--,2,	argc--;
repurposed_variable,test-regex.c,65,+,-,argc--,,
repurposed_variable,test-run-command.c,164,+,+,"argc = parse_options(argc, argv, NULL, options, testsuite_usage, PARSE_OPT_STOP_AT_NON_OPTION)",2,"	argc = parse_options(argc, argv, NULL, options,
			testsuite_usage, PARSE_OPT_STOP_AT_NON_OPTION);"
repurposed_variable,test-run-command.c,263,+,+,"argc = parse_options(argc, argv, NULL, options, usage, 0)",2,"	argc = parse_options(argc, argv, NULL, options, usage, 0);"
repurposed_variable,test-run-command.c,352,-,+,,3,		argv++;
repurposed_variable,test-run-command.c,353,+,+,argc--,3,		argc--;
repurposed_variable,test-run-command.c,427,-,+,,3,		argv += 2;
repurposed_variable,test-run-command.c,428,+,+,argc -= 2,3,		argc -= 2;
repurposed_variable,test-run-command.c,450,-,+,,3,		argv += 1;
repurposed_variable,test-run-command.c,451,+,+,argc -= 1,3,		argc -= 1;
repurposed_variable,test-serve-v2.c,26,+,+,"argc = parse_options(argc, argv, prefix, options, serve_usage, PARSE_OPT_KEEP_DASHDASH | PARSE_OPT_KEEP_UNKNOWN_OPT)",2,"	argc = parse_options(argc, argv, prefix, options, serve_usage,
			     PARSE_OPT_KEEP_DASHDASH |
			     PARSE_OPT_KEEP_UNKNOWN_OPT);"
repurposed_variable,test-simple-ipc.c,623,-,+,,2,	argc--;
repurposed_variable,test-simple-ipc.c,624,-,+,,2,	argv++;
repurposed_variable,test-submodule.c,69,+,+,"argc = parse_options(argc, argv, ""test-tools"", options, submodule_check_name_usage, 0)",2,"	argc = parse_options(argc, argv, ""test-tools"", options,
			     submodule_check_name_usage, 0);"
repurposed_variable,test-submodule.c,82,+,+,"argc = parse_options(argc, argv, ""test-tools"", options, submodule_check_url_usage, 0)",2,"	argc = parse_options(argc, argv, ""test-tools"", options,
			     submodule_check_url_usage, 0);"
repurposed_variable,test-submodule.c,95,+,+,"argc = parse_options(argc, argv, ""test-tools"", options, submodule_is_active_usage, 0)",2,"	argc = parse_options(argc, argv, ""test-tools"", options,
			     submodule_is_active_usage, 0);"
repurposed_variable,test-submodule.c,112,+,+,"argc = parse_options(argc, argv, ""test-tools"", options, submodule_resolve_relative_url_usage, 0)",2,"	argc = parse_options(argc, argv, ""test-tools"", options,
			     submodule_resolve_relative_url_usage, 0);"
repurposed_variable,test-submodule.c,140,+,+,"argc = parse_options(argc, argv, ""test-tools"", options, usage, PARSE_OPT_KEEP_ARGV0)",2,"	argc = parse_options(argc, argv, ""test-tools"", options, usage,
			     PARSE_OPT_KEEP_ARGV0);"
repurposed_variable,test-submodule.c,159,+,+,"argc = parse_options(argc, argv, ""test-tools"", options, usage, PARSE_OPT_KEEP_ARGV0)",2,"	argc = parse_options(argc, argv, ""test-tools"", options, usage,
			     PARSE_OPT_KEEP_ARGV0);"
repurposed_variable,test-submodule.c,229,+,+,"argc = parse_options(argc, argv, ""test-tools"", options, submodule_usage, PARSE_OPT_STOP_AT_NON_OPTION)",2,"	argc = parse_options(argc, argv, ""test-tools"", options, submodule_usage,
			     PARSE_OPT_STOP_AT_NON_OPTION);"
repurposed_variable,test-subprocess.c,15,-,+,,3,		argv++;
repurposed_variable,test-tool.c,120,+,+,"argc = parse_options(argc, argv, NULL, options, test_tool_usage, PARSE_OPT_STOP_AT_NON_OPTION | PARSE_OPT_KEEP_ARGV0)",2,"	argc = parse_options(argc, argv, NULL, options, test_tool_usage,
			     PARSE_OPT_STOP_AT_NON_OPTION |
			     PARSE_OPT_KEEP_ARGV0);"
repurposed_variable,test-tool.c,132,-,+,,4,			argv++;
repurposed_variable,test-tool.c,133,+,-,argc--,,
repurposed_variable,test-trace2.c,197,-,+,,3,		argv += 3;
repurposed_variable,test-trace2.c,198,+,+,argc -= 3,3,		argc -= 3;
repurposed_variable,test-trace2.c,544,+,+,argc--,2,"	argc--; /* skip over ""trace2"" arg */"
repurposed_variable,test-trace2.c,545,-,+,,2,	argv++;
repurposed_variable,test-urlmatch-normalization.c,23,+,+,argc--,3,		argc--;
repurposed_variable,test-urlmatch-normalization.c,24,-,+,,3,		argv++;
repurposed_variable,test-urlmatch-normalization.c,27,+,+,argc--,3,		argc--;
repurposed_variable,test-urlmatch-normalization.c,28,-,+,,3,		argv++;
repurposed_variable,tmp-objdir.c,87,-,+,,3,		val = quoted.buf;
repurposed_variable,tr2_tgt_event.c,278,-,+,,25,	while ((parent_name = *parent_names++))
repurposed_variable,tr2_tgt_normal.c,175,-,+,,25,	while ((parent_name = *parent_names++)) {
repurposed_variable,trace.c,293,-,+,,3,		path++;
repurposed_variable,trailer.c,98,+,+,len--,3,		len--;
repurposed_variable,trailer.c,207,-,+,,3,"		in_tok = list_entry(next_head, struct trailer_item, list);"
repurposed_variable,transport-helper.c,1189,-,+,,3,		attrs = space + 1;
repurposed_variable,transport.c,506,-,+,,14,	for (; ref; ref = ref->next) {
repurposed_variable,transport.c,521,-,+,,14,	for (; ref; ref = ref->next) {
repurposed_variable,transport.c,800,-,+,,15,	for (; refs; refs = refs->next) {
repurposed_variable,transport.c,1084,+,+,"from_user = git_env_bool(""GIT_PROTOCOL_FROM_USER"", 1)",4,"			from_user = git_env_bool(""GIT_PROTOCOL_FROM_USER"", 1);"
repurposed_variable,transport.c,1131,-,+,,3,		url = remote->url[0];
repurposed_variable,tree-diff.c,242,-,+,,3,"		p = path_appendnew(p, nparent, base, path, pathlen, mode, oid);"
repurposed_variable,tree-diff.c,289,-,+,,4,			p = pprev;
repurposed_variable,tree-diff.c,307,-,+,,3,"		p = ll_diff_tree_paths(p, oid, parents_oid, nparent, base, opt,
				       depth + 1);"
repurposed_variable,tree-diff.c,531,-,+,,4,"			p = emit_path(p, base, opt, nparent,
					&t, tp, imin, depth);"
repurposed_variable,tree-diff.c,543,-,+,,4,"			p = emit_path(p, base, opt, nparent,
					&t, /*tp=*/NULL, -1, depth);"
repurposed_variable,tree-diff.c,559,-,+,,4,"			p = emit_path(p, base, opt, nparent,
					/*t=*/NULL, tp, imin, depth);"
repurposed_variable,tree-diff.c,582,-,+,,2,"	p = ll_diff_tree_paths(p, oid, parents_oid, nparent, base, opt, 0);"
repurposed_variable,tree-walk.c,232,-,+,,3,		name = info->name;
repurposed_variable,tree-walk.c,233,+,+,namelen = info->namelen,3,		namelen = info->namelen;
repurposed_variable,tree-walk.c,234,-,+,,3,		info = info->prev;
repurposed_variable,tree-walk.c,936,-,+,,3,		base += n;
repurposed_variable,tree-walk.c,937,-,+,,3,		match += n;
repurposed_variable,tree-walk.c,938,+,+,len -= n,3,		len -= n;
repurposed_variable,unix-socket.c,57,-,+,,3,		path = slash + 1;
repurposed_variable,unix-stream-server.c,45,+,+,timeout_ms = DEFAULT_LOCK_TIMEOUT,3,		timeout_ms = DEFAULT_LOCK_TIMEOUT;
repurposed_variable,unpack-trees.c,216,+,+,clear |= CE_HASHED,2,	clear |= CE_HASHED;
repurposed_variable,unpack-trees.c,219,+,+,set |= CE_WT_REMOVE,3,		set |= CE_WT_REMOVE;
repurposed_variable,unpack-trees.c,924,+,+,dirmask >>= 1,26,"	for (i = 0; i < n; i++, dirmask >>= 1) {"
repurposed_variable,unpack-trees.c,1695,-,+,,4,			cache++;
repurposed_variable,unpack-trees.c,1696,+,+,progress_nr++,4,			progress_nr++;
repurposed_variable,unpack-trees.c,1722,-,+,,5,				cache += processed;
repurposed_variable,unpack-trees.c,1723,+,+,progress_nr += processed,5,				progress_nr += processed;
repurposed_variable,unpack-trees.c,1734,-,+,,4,			cache += processed;
repurposed_variable,unpack-trees.c,1735,+,+,progress_nr += processed,4,			progress_nr += processed;
repurposed_variable,unpack-trees.c,1750,-,+,,3,		cache++;
repurposed_variable,unpack-trees.c,1751,+,+,progress_nr++,3,		progress_nr++;
repurposed_variable,unpack-trees.c,2138,-,+,,3,"		pl = xcalloc(1, sizeof(*pl));"
repurposed_variable,update-index.c,101,-,+,,2,	path = get_mtime_path(path);
repurposed_variable,update-index.c,116,-,+,,2,	path = get_mtime_path(path);
repurposed_variable,update-index.c,123,-,+,,2,	path = get_mtime_path(path);
repurposed_variable,update-index.c,130,-,+,,2,	path = get_mtime_path(path);
repurposed_variable,update-index.c,1097,-,+,,4,			ctx.argc--;
repurposed_variable,update-index.c,1098,-,+,,4,			ctx.argv++;
repurposed_variable,update-index.c,1109,+,+,argc = parse_options_end(&ctx),2,	argc = parse_options_end(&ctx);
